Origin Station,Origin District,Destination Station,Destination District,Route Travel Time (mins),Fare (HKD),Full Route
Ma On Shan,Sha Tin,Tsuen Wan West,Tsuen Wan,47,14.3,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West
Ma On Shan,Sha Tin,Kam Sheung Road,Yuen Long,53,23.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Ma On Shan,Sha Tin,Yuen Long,Yuen Long,57,24.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Ma On Shan,Sha Tin,Long Ping,Yuen Long,59,24.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Ma On Shan,Sha Tin,Tin Shui Wai,Yuen Long,62,24.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Ma On Shan,Sha Tin,Siu Hong,Tuen Mun,66,24.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Ma On Shan,Sha Tin,Tuen Mun,Tuen Mun,69,24.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Ma On Shan,Sha Tin,Tung Chung,Islands,64,27.8,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Ma On Shan,Sha Tin,Lai King,Kwai Tsing,44,13.8,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King
Ma On Shan,Sha Tin,Olympic,Yau Tsim Mong,44,12.0,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Olympic
Ma On Shan,Sha Tin,Po Lam,Sai Kung,52,17.5,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Ma On Shan,Sha Tin,Hang Hau,Sai Kung,50,17.5,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Ma On Shan,Sha Tin,Tseung Kwan O,Sai Kung,47,17.5,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Ma On Shan,Sha Tin,LOHAS Park,Sai Kung,53,17.5,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Ma On Shan,Sha Tin,Tsuen Wan,Tsuen Wan,52,15.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Ma On Shan,Sha Tin,Tai Wo Hau,Tsuen Wan,50,15.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Ma On Shan,Sha Tin,Kwai Hing,Kwai Tsing,48,15.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong -> Kwai Hing
Ma On Shan,Sha Tin,Kwai Fong,Kwai Tsing,46,15.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Kwai Fong
Ma On Shan,Sha Tin,Lai Chi Kok,Sham Shui Po,39,12.0,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
Ma On Shan,Sha Tin,Cheung Sha Wan,Sham Shui Po,38,12.0,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan
Ma On Shan,Sha Tin,Sham Shui Po,Sham Shui Po,36,10.7,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po
Ma On Shan,Sha Tin,Jordan,Yau Tsim Mong,39,13.3,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan
Ma On Shan,Sha Tin,Tsim Sha Tsui,Yau Tsim Mong,41,14.2,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui
Ma On Shan,Sha Tin,Ocean Park,Southern,42,22.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Ocean Park
Ma On Shan,Sha Tin,Wong Chuk Hang,Southern,44,22.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Ocean Park -> Wong Chuk Hang
Ma On Shan,Sha Tin,Lei Tung,Southern,46,22.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Ma On Shan,Sha Tin,South Horizons,Southern,48,22.9,Ma On Shan -> Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Heng On,Sha Tin,AsiaWorld-Expo,Islands,70,65.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport -> AsiaWorld-Expo
Heng On,Sha Tin,Airport,Islands,67,65.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Airport
Heng On,Sha Tin,Tsing Yi,Kwai Tsing,48,15.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi
Heng On,Sha Tin,Kowloon,Yau Tsim Mong,44,13.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Olympic -> Kowloon
Heng On,Sha Tin,Hong Kong,Central and Western,45,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central -> Hong Kong
Heng On,Sha Tin,Sunny Bay,Tsuen Wan,56,23.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay
Heng On,Sha Tin,Disneyland Resort,Tsuen Wan,62,31.3,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Shek Kip Mei -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Heng On,Sha Tin,Lo Wu,North,45,33.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Heng On,Sha Tin,Sheung Shui,North,41,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Heng On,Sha Tin,Fanling,North,39,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Heng On,Sha Tin,Tai Wo,Tai Po,34,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Heng On,Sha Tin,Tai Po Market,Tai Po,32,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Heng On,Sha Tin,University,Sha Tin,27,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University
Heng On,Sha Tin,Fo Tan,Sha Tin,23,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan
Heng On,Sha Tin,Sha Tin,Sha Tin,21,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin
Heng On,Sha Tin,Tai Wai,Sha Tin,15,7.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai
Heng On,Sha Tin,Kowloon Tong,Sham Shui Po,21,10.7,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong
Heng On,Sha Tin,Mong Kok East,Yau Tsim Mong,24,11.5,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East
Heng On,Sha Tin,Hung Hom,Yau Tsim Mong,27,11.5,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom
Heng On,Sha Tin,Exhibition Centre,Wan Chai,31,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre
Heng On,Sha Tin,Admiralty,Central and Western,33,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty
Heng On,Sha Tin,Lok Ma Chau,Yuen Long,51,33.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Heng On,Sha Tin,Chai Wan,Eastern,58,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Heng On,Sha Tin,Heng Fa Chuen,Eastern,56,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Heng On,Sha Tin,Shau Kei Wan,Eastern,53,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Heng On,Sha Tin,Sai Wan Ho,Eastern,52,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Heng On,Sha Tin,Tai Koo,Eastern,50,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Heng On,Sha Tin,Quarry Bay,Eastern,44,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Quarry Bay
Heng On,Sha Tin,North Point,Eastern,46,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Quarry Bay -> North Point
Heng On,Sha Tin,Fortress Hill,Eastern,44,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
Heng On,Sha Tin,Tin Hau,Wan Chai,43,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
Heng On,Sha Tin,Causeway Bay,Wan Chai,41,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai -> Causeway Bay
Heng On,Sha Tin,Wan Chai,Wan Chai,38,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Wan Chai
Heng On,Sha Tin,Central,Central and Western,38,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central
Heng On,Sha Tin,Sheung Wan,Central and Western,40,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central -> Sheung Wan
Heng On,Sha Tin,Sai Ying Pun,Central and Western,42,20.8,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
Heng On,Sha Tin,HKU,Central and Western,43,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Heng On,Sha Tin,Kennedy Town,Central and Western,45,22.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Kowloon Tong -> Mong Kok East -> Hung Hom -> Exhibition Centre -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Heng On,Sha Tin,Tiu Keng Leng,Sai Kung,41,15.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng
Heng On,Sha Tin,Yau Tong,Kwun Tong,39,15.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong
Heng On,Sha Tin,Lam Tin,Kwun Tong,36,15.9,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
Heng On,Sha Tin,Kwun Tong,Kwun Tong,34,13.3,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
Heng On,Sha Tin,Ngau Tau Kok,Kwun Tong,33,13.3,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Heng On,Sha Tin,Kowloon Bay,Kwun Tong,31,13.3,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung -> Kowloon Bay
Heng On,Sha Tin,Choi Hung,Wong Tai Sin,28,12.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill -> Choi Hung
Heng On,Sha Tin,Diamond Hill,Wong Tai Sin,22,12.0,Heng On -> Tai Shui Hang -> Shek Mun -> City One -> Sha Tin Wai -> Che Kung Temple -> Tai Wai -> Hin Keng -> Diamond Hill
